metric,period_start,period_end,actual_sum,forecast_sum,next_fcast,kpi_pct
weekly,2024-08-05,2024-08-11,228.0,233.5652321391018,228.08832877516465,-2.38
weekly,2024-08-05,2024-08-11,228.0,233.5652321391018,228.08832877516465,-2.38
weekly,2024-08-05,2024-08-11,228.0,233.5652321391018,228.08832877516465,-2.38
weekly,2024-08-05,2024-08-11,228.0,233.5652321391018,228.08832877516465,-2.38
weekly,2024-08-05,2024-08-11,228.0,233.5652321391018,228.08832877516465,-2.38
weekly,2024-08-05,2024-08-11,228.0,233.5652321391018,228.08832877516465,-2.38
weekly,2024-08-05,2024-08-11,228.0,233.5652321391018,228.08832877516465,-2.38
weekly,2024-08-05,2024-08-11,228.0,233.5652321391018,228.08832877516465,-2.38
weekly,2024-08-05,2024-08-11,228.0,233.5652321391018,228.08832877516465,-2.38
weekly,2024-08-05,2024-08-11,228.0,233.5652321391018,231.85056814773964,-2.38
weekly,2024-08-05,2024-08-11,228.0,233.5652321391018,432.62926725955924,-2.38
weekly,2024-08-05,2024-08-11,228.0,233.5652321391018,226.83612196154448,-2.38
weekly,2024-08-05,2024-08-11,228.0,233.5652321391018,226.83612196154448,-2.38
weekly,2024-08-05,2024-08-11,228.0,233.5652321391018,228.08832877516465,-2.38
weekly,2024-08-05,2024-08-11,228.0,233.5652321391018,228.08832877516465,-2.38
weekly,2024-08-05,2024-08-11,228.0,233.5652321391018,228.08832877516465,-2.38
weekly,2024-08-05,2024-08-11,228.0,233.5652321391018,228.08832877516465,-2.38
weekly,2024-08-05,2024-08-11,228.0,233.5652321391018,228.08832877516465,-2.38
weekly,2024-08-05,2024-08-11,228.0,233.5652321391018,228.08832877516465,-2.38
weekly,2024-08-05,2024-08-11,228.0,233.5652321391018,228.08832877516465,-2.38
weekly,2024-08-05,2024-08-11,228.0,233.5652321391018,228.08832877516465,-2.38
weekly,2024-08-05,2024-08-11,228.0,233.5652321391018,228.08832877516465,-2.38
weekly,2024-08-05,2024-08-11,228.0,233.5652321391018,228.08832877516465,-2.38
weekly,2024-08-05,2024-08-11,228.0,233.5652321391018,228.08832877516465,-2.34
weekly,2024-08-05,2024-08-11,228.0,233.5652321391018,228.08832877516465,-2.34
weekly,2024-08-05,2024-08-11,228.0,233.5652321391018,228.08832877516465,-2.34
weekly,2024-08-05,2024-08-11,228.0,233.5652321391018,228.08832877516465,-2.34
weekly,2024-08-05,2024-08-11,228.0,233.5652321391018,228.08832877516465,-2.344913801500783
weekly,2024-08-05,2024-08-11,228.0,233.5652321391018,228.08832877516465,-2.34
weekly,2024-08-05,2024-08-11,228.0,233.5652321391018,228.08832877516465,-2.3
weekly,2024-08-05,2024-08-11,228.0,233.5652321391018,228.08832877516465,-2.3
weekly,2024-08-05,2024-08-11,228.0,233.5652321391018,228.08832877516465,-2.3
weekly,2024-08-05,2024-08-11,228.0,233.5652321391018,228.08832877516465,-2.3
monthly,2024-07-12,2024-08-11,1036.0,1125.3689290331042,1138.5949362911995,1.2
daily,2024-08-11,2024-08-11,20.0,32.0960569338956,35.50542672875498,10.62
weekly,2024-08-05,2024-08-11,228.0,233.5652321391018,228.08832877516465,-2.34
monthly,2024-07-12,2024-08-11,1036.0,1125.3689290331042,1138.5949362911995,1.18
quarterly,2024-05-12,2024-08-11,2598.0,2700.529719312603,4227.959872921327,
daily,2024-08-11,2024-08-11,20.0,32.0960569338956,35.50542672875498,10.62
weekly,2024-08-05,2024-08-11,228.0,233.5652321391018,228.08832877516465,-2.34
monthly,2024-07-12,2024-08-11,1036.0,1125.3689290331042,1138.5949362911995,1.18
quarterly,2024-05-12,2024-08-11,2598.0,2700.529719312603,4227.959872921327,
daily,2024-08-11,2024-08-11,20.0,32.0960569338956,35.50542672875498,10.62
weekly,2024-08-05,2024-08-11,228.0,233.5652321391018,228.08832877516465,-2.34
monthly,2024-07-12,2024-08-11,1036.0,1125.3689290331042,1138.5949362911995,1.18
quarterly,2024-05-12,2024-08-11,2598.0,2700.529719312603,4227.959872921327,
daily,2024-08-11,2024-08-11,20.0,32.0960569338956,35.50542672875498,-37.69
weekly,2024-08-05,2024-08-11,228.0,233.5652321391018,228.08832877516465,-2.38
monthly,2024-07-12,2024-08-11,1036.0,1125.3689290331042,1138.5949362911995,-7.94
quarterly,2024-05-12,2024-08-11,2598.0,2700.529719312603,4227.959872921327,-3.8
daily,2025-05-06,2025-05-06,0.0,64.94489460137966,64.38983441291253,
weekly,2025-04-30,2025-05-06,0.0,438.6776848012221,430.2432453800751,
monthly,2025-04-07,2025-05-06,0.0,1852.9667427722688,1846.0008708796963,
quarterly,2025-02-07,2025-05-06,1849.0,5004.213514934274,5390.3911528683075,-63.05
daily,2025-01-22,2025-01-22,48.0,61.90923209192424,62.97420134571419,-22.47
weekly,2025-01-16,2025-01-22,303.0,401.59581686707656,434.5513297652746,-24.55
monthly,2024-12-23,2025-01-22,1521.0,1657.4559950254072,1618.953859466663,-8.23
quarterly,2024-10-23,2025-01-22,5829.0,5544.45456755035,5139.519161877559,5.13
daily,2024-08-11,2024-08-11,20.0,32.0960569338956,35.50542672875498,-37.69
weekly,2024-08-05,2024-08-11,228.0,233.5652321391018,228.08832877516465,-2.38
monthly,2024-07-12,2024-08-11,1036.0,1125.3689290331042,1138.5949362911995,-7.94
quarterly,2024-05-12,2024-08-11,2598.0,2700.529719312603,4227.959872921327,-3.8
daily,2025-04-26,2025-04-26,0.0,58.96602505115483,62.783585283450165,
weekly,2025-04-20,2025-04-26,0.0,438.0360642556358,440.3543065006688,
monthly,2025-03-27,2025-04-26,223.0,1852.389540765195,1912.8400374232417,-87.96
quarterly,2025-01-27,2025-04-26,2439.0,5018.2818981043965,5712.274857087952,-51.4
daily,2025-02-08,2025-02-08,22.0,48.94996837935801,51.66386112862152,-55.06
weekly,2025-02-02,2025-02-08,292.0,352.5823169158743,331.4613563003219,-17.18
monthly,2025-01-09,2025-02-08,1526.0,1720.8562292600266,1579.0520203988583,-11.32
quarterly,2024-11-09,2025-02-08,5808.0,5626.062675446001,5238.359555211368,3.23
daily,2024-07-14,2024-07-14,24.0,37.94417762803185,41.49511432990161,-36.75
weekly,2024-07-08,2024-07-14,198.0,258.6342079566183,274.1688849409974,-23.44
monthly,2024-06-15,2024-07-14,1018.0,1121.315287772441,1091.2415366717905,-9.21
quarterly,2024-04-15,2024-07-14,1646.0,1680.2202181220275,3727.648084232546,-2.04
daily,2024-06-30,2024-06-30,32.0,35.71620671550049,39.06221069446078,-10.4
weekly,2024-06-24,2024-06-30,207.0,256.3895872558878,257.6912611660094,-19.26
monthly,2024-05-31,2024-06-30,1181.0,1163.8947489994,1170.3454093833866,1.47
quarterly,2024-03-31,2024-06-30,1181.0,1163.8947489994,3567.7116957336957,1.47
daily,2024-08-18,2024-08-18,20.0,33.34826374751577,37.0875576600942,-40.03
weekly,2024-08-12,2024-08-18,188.0,228.08832877516465,234.33069517205774,-17.58
monthly,2024-07-19,2024-08-18,979.0,1084.982032792367,1223.589146117146,-9.77
quarterly,2024-05-19,2024-08-18,2786.0,2928.618048087768,4370.951911476703,-4.87
daily,2024-08-11,2024-08-11,20.0,32.0960569338956,35.50542672875498,-37.69
weekly,2024-08-05,2024-08-11,228.0,233.5652321391018,228.08832877516465,-2.38
monthly,2024-07-12,2024-08-11,1036.0,1125.3689290331042,1138.5949362911995,-7.94
quarterly,2024-05-12,2024-08-11,2598.0,2700.529719312603,4227.959872921327,-3.8
daily,2024-08-04,2024-08-04,45.0,33.42489714624809,36.480444120342156,34.63
weekly,2024-07-29,2024-08-04,241.0,245.46075671545418,233.5652321391018,-1.82
monthly,2024-07-05,2024-08-04,1023.0,1149.7529806962416,1074.747888104755,-11.02
quarterly,2024-05-05,2024-08-04,2370.0,2466.9644871735013,4112.847980454288,-3.93
daily,2024-09-08,2024-09-08,41.0,42.021828752634725,45.76506289922848,-2.43
weekly,2024-09-02,2024-09-08,296.0,289.6147991408167,304.97488674165083,2.2
monthly,2024-08-09,2024-09-08,1013.0,1096.2024621310052,1502.3957112191288,-7.59
quarterly,2024-06-09,2024-09-08,3171.0,3395.4813185083563,5094.503837684488,-6.61
daily,2024-06-30,2024-06-30,32.0,35.71620671550049,39.06221069446078,-10.4
weekly,2024-06-24,2024-06-30,207.0,256.3895872558878,257.6912611660094,-19.26
monthly,2024-05-31,2024-06-30,1181.0,1163.8947489994,1170.3454093833866,1.47
quarterly,2024-03-31,2024-06-30,1181.0,1163.8947489994,3567.7116957336957,1.47
daily,2024-07-21,2024-07-21,1312.7199999999998,1711.3744385131563,1821.7541975118152,-23.29
weekly,2024-07-15,2024-07-21,12135.23,12198.526376092601,11660.55308869815,-0.52
monthly,2024-06-22,2024-07-21,44129.72,49456.1214844555,45175.45909797912,-10.77
quarterly,2024-04-22,2024-07-21,82989.62,85277.47341260698,152009.51994027686,-2.68
daily,2024-07-14,2024-07-14,1267.76,1737.3714741219678,1861.5035846922533,-27.03
weekly,2024-07-08,2024-07-14,8763.529999999999,11238.17811720589,12198.526376092601,-22.02
monthly,2024-06-15,2024-07-14,43912.55999999999,49209.12291731927,47700.237588646036,-10.76
quarterly,2024-04-15,2024-07-14,70854.38999999998,73078.9470365144,149369.739809388,-3.04
daily,2024-12-22,2024-12-22,75.0,64.31332325148622,66.05241831303634,16.62
weekly,2024-12-16,2024-12-22,641.0,491.2645038490628,378.1670676370578,30.48
monthly,2024-11-23,2024-12-22,2736.0,2252.217045425654,1595.5467629334828,21.48
quarterly,2024-09-23,2024-12-22,5887.0,5456.077465873188,4884.56679613482,7.9
daily,2025-02-16,2025-02-16,30.0,51.13516737000404,51.7146333321234,-41.33
weekly,2025-02-10,2025-02-16,189.0,330.9326625417044,326.0366142018501,-42.89
monthly,2025-01-17,2025-02-16,1294.0,1690.2957445696247,1653.0467505662211,-23.45
quarterly,2024-11-17,2025-02-16,5645.0,5601.338238867009,5339.567189397661,0.78
daily,2024-12-15,2024-12-15,140.0,81.18307472605129,74.31868737860299,72.45
weekly,2024-12-09,2024-12-15,799.0,584.4203566555411,491.2645038490628,36.72
monthly,2024-11-16,2024-12-15,2499.0,2159.4620571858136,1692.003355130265,15.72
quarterly,2024-09-16,2024-12-15,5524.0,5287.5609827229855,4964.114638972589,4.47
daily,2025-01-05,2025-01-05,66.0,48.060688734017326,51.87350570838545,37.33
weekly,2024-12-30,2025-01-05,345.0,362.59492200653165,351.5876669472771,-4.85
monthly,2024-12-06,2025-01-05,2281.0,2058.215035701324,1752.3178221357637,10.82
quarterly,2024-10-06,2025-01-05,5845.0,5541.782351322438,5020.346832201074,5.47
daily,2024-09-29,2024-09-29,49.0,50.030698379641876,53.76562302420176,-2.06
weekly,2024-09-23,2024-09-29,332.0,345.7477068681151,361.47902442593556,-3.98
monthly,2024-08-30,2024-09-29,1311.0,1373.072423930844,1654.8420125481136,-4.52
quarterly,2024-06-30,2024-09-29,3282.0,3549.6622794249943,5546.214725817092,-7.54
daily,2024-10-06,2024-10-06,47.0,52.16962709971163,55.796590913190755,-9.91
weekly,2024-09-30,2024-10-06,363.0,361.47902442593556,368.54845621974425,0.42
monthly,2024-09-07,2024-10-06,1337.0,1414.89137031262,1591.195865105426,-5.51
quarterly,2024-07-07,2024-10-06,3379.0,3654.0761355136783,5541.486229931113,-7.53
daily,2025-01-26,2025-01-26,58.0,62.229915642101815,65.4374913143091,-6.8
weekly,2025-01-20,2025-01-26,327.0,427.36284328535413,421.52969642172803,-23.48
monthly,2024-12-27,2025-01-26,1577.0,1688.5095921246168,1586.8861687006092,-6.6
quarterly,2024-10-27,2025-01-26,5838.0,5574.34501588881,5147.270631679312,4.73
daily,2025-01-26,2025-01-26,58.0,62.229915642101815,65.4374913143091,-6.8
weekly,2025-01-20,2025-01-26,327.0,427.36284328535413,421.52969642172803,-23.48
monthly,2024-12-27,2025-01-26,1577.0,1688.5095921246168,1586.8861687006092,-6.6
quarterly,2024-10-27,2025-01-26,5838.0,5574.34501588881,5147.270631679312,4.73
daily,2025-01-12,2025-01-12,61.0,49.41603563967385,53.87211582462638,23.44
weekly,2025-01-06,2025-01-12,435.0,351.5876669472771,380.2048403503063,23.72
monthly,2024-12-13,2025-01-12,2042.0,1825.2654563741594,1707.0311336275777,11.87
quarterly,2024-10-13,2025-01-12,5834.0,5526.12762583063,5090.68363567262,5.57
daily,2025-02-02,2025-02-02,68.0,56.52907534170215,58.94127200553808,20.29
weekly,2025-01-27,2025-02-02,402.0,421.52969642172803,347.7171027027937,-4.63
monthly,2025-01-03,2025-02-02,1676.0,1726.5158850542905,1545.3209703001876,-2.93
quarterly,2024-11-03,2025-02-02,5909.0,5631.58800052494,5165.516026495108,4.93
daily,2025-01-12,2025-01-12,61.0,49.41603563967385,53.87211582462638,23.44
weekly,2025-01-06,2025-01-12,435.0,351.5876669472771,380.2048403503063,23.72
monthly,2024-12-13,2025-01-12,2042.0,1825.2654563741594,1707.0311336275777,11.87
quarterly,2024-10-13,2025-01-12,5834.0,5526.12762583063,5090.68363567262,5.57
daily,2025-03-09,2025-03-09,36.0,54.59658514173583,59.138040144384426,-34.06
weekly,2025-03-03,2025-03-09,262.0,384.5541082204045,394.89518686057187,-31.87
monthly,2025-02-10,2025-03-09,950.0,1408.7908089119048,1620.9862667095213,-32.57
quarterly,2024-12-10,2025-03-09,4658.0,5067.251483892163,5445.117542206624,-8.08
daily,2025-05-18,2025-05-18,0.0,58.863262526110475,62.21351758715697,
weekly,2025-05-12,2025-05-18,0.0,421.5906402694617,420.3052026436358,
monthly,2025-04-19,2025-05-18,0.0,1854.8766373140702,1907.0652865800782,
quarterly,2025-02-19,2025-05-18,1548.0,5204.291232676138,4664.848636909793,-70.26
daily,2025-05-11,2025-05-11,0.0,60.25736850128755,63.358141526135434,
weekly,2025-05-05,2025-05-11,0.0,435.1077512168818,421.5906402694617,
monthly,2025-04-12,2025-05-11,0.0,1851.7450915084812,1865.6235283282426,
quarterly,2025-02-12,2025-05-11,1755.0,5111.8107377319275,5086.439277179255,-65.67
daily,2025-06-15,2025-06-15,0.0,65.2146308424366,68.42612820698508,
weekly,2025-06-09,2025-06-15,0.0,459.9507644395812,456.22444599001983,
monthly,2025-05-16,2025-06-15,0.0,1943.3953419186892,1992.9434353666825,
quarterly,2025-03-16,2025-06-15,624.0,5630.935404056542,2894.2640767120474,-88.92
